"Country_Region" "X2021.01.01" "X2021.01.02" "X2021.01.03" "X2021.01.04" "X2021.01.05" "X2021.01.06" "X2021.01.07" "X2021.01.08" "X2021.01.09" "X2021.01.10" "X2021.01.11" "X2021.01.12" "X2021.01.13" "X2021.01.14" "X2021.01.15" "X2021.01.16" "X2021.01.17" "X2021.01.18" "X2021.01.19" "X2021.01.20" "X2021.01.21" "X2021.01.22" "X2021.01.23" "X2021.01.24" "X2021.01.25" "X2021.01.26" "X2021.01.27" "X2021.01.28" "X2021.01.29" "X2021.01.30" "X2021.01.31" "X2021.02.01" "X2021.02.02" "X2021.02.03" "X2021.02.04" "X2021.02.05" "X2021.02.06" "X2021.02.07" "X2021.02.08" "X2021.02.09" "X2021.02.10" "X2021.02.11" "X2021.02.12" "X2021.02.13" "X2021.02.14" "X2021.02.15" "X2021.02.16" "X2021.02.17" "X2021.02.18" "X2021.02.19" "X2021.02.20" "X2021.02.21" "X2021.02.22" "X2021.02.23" "X2021.02.24" "X2021.02.25" "X2021.02.26" "X2021.02.27" "X2021.02.28" "X2021.03.01" "X2021.03.02" "X2021.03.03" "X2021.03.04" "X2021.03.05" "X2021.03.06" "X2021.03.07" "X2021.03.08" "X2021.03.09" "X2021.03.10" "X2021.03.11" "X2021.03.12" "X2021.03.13" "X2021.03.14" "X2021.03.15" "X2021.03.16" "X2021.03.17" "X2021.03.18" "X2021.03.19" "X2021.03.20" "X2021.03.21" "X2021.03.22" "X2021.03.23" "X2021.03.24" "X2021.03.25" "X2021.03.26" "X2021.03.27" "X2021.03.28" "X2021.03.29" "X2021.03.30" "X2021.03.31" "X2021.04.01" "X2021.04.02" "X2021.04.03" "X2021.04.04" "X2021.04.05" "X2021.04.06" "X2021.04.07" "X2021.04.08" "X2021.04.09" "X2021.04.10" "X2021.04.11" "X2021.04.12" "X2021.04.13" "X2021.04.14" "X2021.04.15" "X2021.04.16" "X2021.04.17" "X2021.04.18" "X2021.04.19" "X2021.04.20" "X2021.04.21" "X2021.04.22" "X2021.04.23" "X2021.04.24" "X2021.04.25" "X2021.04.26" "X2021.04.27" "X2021.04.28" "X2021.04.29" "X2021.04.30" "X2021.05.01" "X2021.05.02" "X2021.05.03" "X2021.05.04" "X2021.05.05" "X2021.05.06" "X2021.05.07" "X2021.05.08" "X2021.05.09" "X2021.05.10" "X2021.05.11" "X2021.05.12" "X2021.05.13" "X2021.05.14" "X2021.05.15" "X2021.05.16" "X2021.05.17" "X2021.05.18" "X2021.05.19" "X2021.05.20" "X2021.05.21" "X2021.05.22" "X2021.05.23" "X2021.05.24" "X2021.05.25" "X2021.05.26" "X2021.05.27" "X2021.05.28" "X2021.05.29" "X2021.05.30" "X2021.05.31" "X2021.06.01" "X2021.06.02" "X2021.06.03" "X2021.06.04" "X2021.06.05" "X2021.06.06" "X2021.06.07" "X2021.06.08" "X2021.06.09" "X2021.06.10" "X2021.06.11" "X2021.06.12" "X2021.06.13" "X2021.06.14" "X2021.06.15" "X2021.06.16" "X2021.06.17" "X2021.06.18" "X2021.06.19" "X2021.06.20" "X2021.06.21" "X2021.06.22" "X2021.06.23" "X2021.06.24" "X2021.06.25" "X2021.06.26" "X2021.06.27" "X2021.06.28" "X2021.06.29" "X2021.06.30" "X2021.07.01" "X2021.07.02" "X2021.07.03" "X2021.07.04" "X2021.07.05" "X2021.07.06" "X2021.07.07" "X2021.07.08" "X2021.07.09" "X2021.07.10" "X2021.07.11" "X2021.07.12" "X2021.07.13" "X2021.07.14" "X2021.07.15" "X2021.07.16" "X2021.07.17" "X2021.07.18" "X2021.07.19" "X2021.07.20" "X2021.07.21" "X2021.07.22" "X2021.07.23" "X2021.07.24" "X2021.07.25" "X2021.07.26" "X2021.07.27" "X2021.07.28" "X2021.07.29" "X2021.07.30" "X2021.07.31" "X2021.08.01" "X2021.08.02" "X2021.08.03" "X2021.08.04" "X2021.08.05" "X2021.08.06" "X2021.08.07" "X2021.08.08" "X2021.08.09" "X2021.08.10" "X2021.08.11" "X2021.08.12" "X2021.08.13" "X2021.08.14" "X2021.08.15" "X2021.08.16" "X2021.08.17" "X2021.08.18" "X2021.08.19" "X2021.08.20" "X2021.08.21" "X2021.08.22" "X2021.08.23" "X2021.08.24" "X2021.08.25" "X2021.08.26" "X2021.08.27" "X2021.08.28" "X2021.08.29" "X2021.08.30" "X2021.08.31" "X2021.09.01" "X2021.09.02" "X2021.09.03" "X2021.09.04" "X2021.09.05" "X2021.09.06" "X2021.09.07" "X2021.09.08" "X2021.09.09" "X2021.09.10" "X2021.09.11" "X2021.09.12" "X2021.09.13" "X2021.09.14" "X2021.09.15" "X2021.09.16" "X2021.09.17" "X2021.09.18" "X2021.09.19" "X2021.09.20" "X2021.09.21" "X2021.09.22" "X2021.09.23" "X2021.09.24" "X2021.09.25" "X2021.09.26" "X2021.09.27" "X2021.09.28" "X2021.09.29" "X2021.09.30" "X2021.10.01" "X2021.10.02" "X2021.10.03" "X2021.10.04" "X2021.10.05" "X2021.10.06" "X2021.10.07" "X2021.10.08" "X2021.10.09" "X2021.10.10" "X2021.10.11" "X2021.10.12" "X2021.10.13" "X2021.10.14" "X2021.10.15" "X2021.10.16" "X2021.10.17" "X2021.10.18" "X2021.10.19" "X2021.10.20" "X2021.10.21" "X2021.10.22" "X2021.10.23" "X2021.10.24" "X2021.10.25" "X2021.10.26" "X2021.10.27" "X2021.10.28" "X2021.10.29" "X2021.10.30" "X2021.10.31" "X2021.11.01" "X2021.11.02" "X2021.11.03" "X2021.11.04" "X2021.11.05" "X2021.11.06" "X2021.11.07" "X2021.11.08" "X2021.11.09" "X2021.11.10" "X2021.11.11" "X2021.11.12" "X2021.11.13" "X2021.11.14" "X2021.11.15" "X2021.11.16" "X2021.11.17" "X2021.11.18" "X2021.11.19" "X2021.11.20" "X2021.11.21"
"182" "Turkey" 12203 23383 33260 46955 61449 75279 87450 98929 108466 117604 127824 137633 147187 156149 164463 172013 178449 184311 191129 197564 203853 209820 215676 220953 226595 233698 241187 248466 255378 262249 268811 276530 284325 292427 300336 308237 316134 322804 330907 339543 348185 355775 363538 371244 377531 385476 393382 400707 407948 415367 423224 429770 437874 446981 456542 466114 475319 484512 492936 502827 514664 526184 537506 548808 560578 571765 584980 598735 613291 627337 642278 657360 670738 686241 702990 721902 741951 762981 784042 804470 826686 852868 882630 911361 940442 970463 999521 1031925 1069228 1108530 1149336 1191644 1236400 1278398 1320949 1370533 1425273 1481214 1537005 1589681 1640359 1694921 1754108 1816905 1878305 1941387 2003993 2059795 2114944 2175972 2237939 2292730 2342168 2382764 2421317 2458629 2501930 2542374 2580048 2611939 2640756 2666736 2691469 2720466 2746942 2769330 2789437 2807489 2822680 2836284 2850781 2863810 2875344 2886738 2898210 2908722 2918896 2930833 2942386 2951771 2961299 2969996 2977835 2985358 2994733 3003471 3011897 3019670 3027326 3034259 3040752 3047864 3055045 3061647 3067816 3073942 3079328 3084975 3091584 3098038 3104446 3110707 3116783 3121795 3127421 3133376 3139597 3145501 3151076 3156556 3161647 3166941 3173084 3178893 3184596 3190226 3195492 3200375 3205658 3211504 3217000 3222288 3227179 3231716 3236134 3240812 3246111 3251271 3256442 3262112 3267642 3272903 3278307 3284592 3291499 3298803 3305721 3313387 3313387 3328734 3337514 3345665 3355251 3366345 3378726 3392956 3409765 3429526 3451817 3473978 3496061 3518393 3539283 3562181 3587013 3613835 3638132 3662089 3687189 3687189 3733589 3760186 3787542 3809803 3831175 3851124 3869971 3888134 3909826 3929770 3949090 3969008 3988359 4006981 4025838 4045029 4064999 4084615 4102955 4120867 4138199 4157756 4179649 4203595 4227091 4249948 4269981 4289372 4310334 4333972 4357886 4381732 4405294 4428217 4449569 4474182 4501984 4530208 4558326 4586018 4612179 4638577 4666265 4695603 4723771 4751615 4778812 4804957 4830818 4858006 4886898 4916284 4945388 4974261 5002234 5029585 5058395 5088197 5118665 5148654 5178855 5207500 5235870 5266433 5300293 5331541 5362250 5392944 5421481 5445595 5474835 5505697 5535457 5563922 5592114 5618331 5643123 5670786 5700429 5727325 5752853 5777262 5800358 5824306 5852984 5882780 5912544 5942026 5970219 5997693 6024997 6052821 6081483 6108742 6133640 6157277 6179860 6201484 6225336 6250437 6274304 6296538 6320348 6343695 6364872
"183" "US" 166255 462137 665789 847449 1078710 1335576 1624217 1927709 2187252 2400630 2611478 2830386 3060231 3298269 3545295 3753927 3930515 4071586 4235872 4421264 4613591 4803119 4977983 5115816 5257934 5402718 5557855 5725289 5891136 6036821 6152250 6281618 6395491 6518604 6642532 6774194 6885148 6977031 7062040 7156635 7252467 7358770 7458801 7547655 7614004 7668647 7727250 7797319 7868675 7946861 8020268 8078164 8133002 8205018 8280030 8358087 8436822 8502888 8554755 8609244 8666311 8733460 8801992 8868857 8928152 8970218 9014530 9070336 9128567 9191458 9253531 9307123 9345975 9400743 9455124 9514611 9575136 9637201 9694223 9729201 9778682 9831981 9919102 9987078 10064623 10126846 10173200 10240498 10301935 10368907 10448096 10519945 10584192 10620546 10693994 10755138 10830128 10910381 10994718 11064012 11110455 11177414 11256558 11331874 11405784 11486162 11540324 11583208 11649381 11710301 11774125 11841115 11903494 11957687 11991661 12037321 12088055 12143149 12202063 12260223 12306883 12336944 12385714 12426514 12472216 12519171 12567278 12601797 12623897 12659049 12693112 12729305 12767834 12809698 12839307 12856749 12884518 12912315 12941822 12971666 13000217 13020791 13034263 13058706 13081796 13106329 13133478 13155401 13168019 13174991 13181006 13202802 13219998 13239103 13256237 13270843 13276594 13291495 13304577 13323566 13337930 13362765 13371529 13376793 13388937 13399835 13412410 13423033 13444398 13452906 13457408 13468999 13479864 13493021 13506683 13531017 13539730 13544042 13558578 13565361 13581684 13596062 13625441 13630154 13633978 13642813 13666224 13688858 13707887 13755376 13763796 13774949 13808564 13834956 13868126 13898033 13975512 13987398 14007373 14059494 14100066 14150651 14205318 14324714 14349895 14375530 14462053 14530789 14600219 14679506 14867578 14900238 14943171 15063388 15166578 15263247 15374157 15629449 15678530 15706407 15886143 16007347 16163602 16305796 16535640 16585072 16627137 16846565 16999365 17157964 17315180 17560848 17627357 17663724 17901105 18058223 18227639 18412077 18655620 18716873 18759188 19018466 19189736 19391986 19567065 19802658 19872043 19915998 19994055 20259478 20442504 20602633 20830859 20900065 20939859 21191922 21338116 21508692 21664199 21873069 21933542 21973060 22167945 22289594 22422716 22549184 22726084 22776949 22825017 22994390 23105768 23229183 23339131 23492008 23534494 23575068 23730032 23827408 23937998 24038537 24165009 24195451 24231654 24336117 24442480 24564053 24650433 24760234 24794849 24825960 24930726 25011671 25103120 25182022 25277174 25306049 25323469 25439826 25508551 25609449 25686998 25780594 25812242 25843221 25958818 26029899 26114446 26196268 26292336 26325188 26360445 26472767 26552806 26647502 26702816 26849067 26889900 26920061 27058848 27146434 27257838 27367416 27496476 27537969 27566688
"184" "Uganda" 295 496 706 834 1191 1486 1858 2080 2338 2526 2592 2732 2869 2869 2869 2869 2869 2869 3318 3412 3590 3719 3828 3933 3972 4045 4098 4208 4274 4317 4363 4390 4435 4469 4519 4573 4605 4632 4644 4667 4695 4726 4763 4803 4803 4839 4847 4886 4938 4952 4983 4997 5005 5027 5045 5084 5106 5119 5141 5151 5179 5192 5210 5236 5236 5248 5263 5274 5304 5319 5328 5328 5365 5375 5377 5391 5409 5435 5435 5455 5471 5503 5503 5518 5535 5551 5578 5604 5623 5651 5673 5708 5746 5746 5800 5807 5830 5846 5870 5897 5924 5958 5988 6021 6047 6094 6124 6162 6180 6206 6259 6313 6359 6359 6439 6499 6521 6550 6581 6650 6689 6689 6757 6816 6886 6936 7008 7092 7139 7168 7211 7271 7362 7458 7458 7563 7643 7714 7878 8007 8154 8291 8518 8703 8858 9065 9378 10015 10715 11407 11931 12545 13460 14543 15790 16460 17719 18745 19453 20295 21733 23299 25034 26761 27883 29305 30415 31999 33563 34960 36327 37463 38185 39044 40321 41346 42289 43178 43873 44218 44761 45818 46866 47636 48420 48900 49338 49763 50365 50924 51539 52061 52540 52978 53458 53864 54298 54758 55175 55440 55694 55946 56139 56494 56899 57274 57508 57579 57906 58066 58459 58711 58979 59209 59321 59523 59688 60010 60258 60507 60659 60739 60851 61008 61281 61462 61771 61908 61970 62078 62237 62237 62237 62237 83561 83684 83821 83925 84111 84328 84516 84609 84699 84859 84992 85161 85250 85365 85446 85498 85631 85774 85950 86080 86294 86371 86401 86471 86568 86768 86867 86996 87061 87189 87286 87375 87687 87850 87965 88029 88124 88229 88356 88526 88641 88760 88823 88882 88974 89038 89221 89328 89430 89520 89592 89648 89708 89833 89878 89970 90045 90067 90148 90210 90321 90429 90494 90542 90572 90645 90704 90784 90859 90955 91020 91056 91105 91132 91191 91276 91354 91409 91428 91498 91547 91617 91673 91707 91749 91786 91830 91857 91912 91912 91961
"185" "Ukraine" 9858 15259 20140 24634 30259 37485 46805 52803 57946 63268 67853 73246 79961 88346 96966 105117 111515 114897 119128 123857 129783 135462 140726 144968 147775 150813 154866 160677 166130 171096 174549 176836 179467 183004 188337 193504 198062 201672 204028 206895 210540 215814 220809 226212 229523 232063 235409 239894 246335 253057 259530 264193 267548 271874 277864 286142 294276 302573 308531 312937 318397 325751 335930 346203 355460 362744 368424 371788 378268 387455 400500 413876 422986 429868 439598 451519 466662 482599 497975 509204 517186 528750 543016 559778 578004 595530 607571 616039 626687 638032 655713 675716 696172 710030 720330 733728 749263 768809 788608 806195 818433 826418 838227 852904 869457 887059 902163 912570 919200 928260 940547 956904 971304 984145 992203 997387 1005424 1015133 1026883 1037073 1045745 1050962 1053841 1056430 1059124 1065283 1073812 1082653 1088154 1091098 1093432 1098091 1105025 1112711 1119630 1123378 1125638 1129859 1135118 1140403 1145513 1150243 1152900 1154357 1157087 1160608 1164245 1167677 1170907 1172746 1173902 1176170 1178505 1181212 1183605 1185636 1186711 1187378 1189114 1190635 1192559 1194306 1195730 1196749 1197340 1198537 1199770 1201158 1202336 1203415 1204138 1204725 1205298 1206424 1207672 1208876 1209985 1210804 1211481 1212062 1213104 1214224 1215347 1216488 1217314 1218016 1219009 1220071 1221145 1222267 1223249 1224028 1224693 1225665 1226708 1227831 1229084 1230201 1231038 1231755 1232889 1234084 1235343 1236641 1237938 1238779 1239553 1240780 1242047 1243443 1244953 1246412 1247436 1248240 1249606 1251126 1252734 1254402 1256049 1257263 1258169 1259563 1261298 1263166 1265045 1267011 1268320 1269348 1270847 1272896 1275055 1277245 1279563 1281153 1282342 1283607 1284898 1287015 1289574 1292162 1294556 1295772 1297567 1300055 1302926 1306005 1308619 1310761 1311903 1314465 1317588 1321598 1325546 1329742 1332257 1333779 1337419 1342357 1348407 1355347 1361911 1366243 1368876 1374418 1381570 1389851 1399346 1408071 1413201 1416713 1423784 1433989 1446304 1458907 1471303 1479878 1485330 1495821 1509137 1524931 1541978 1558600 1570702 1580307 1593079 1610179 1629870 1644328 1658168 1670331 1680746 1697230 1717053 1740391 1765112 1789291 1811052 1826669 1846781 1870362 1897459 1925373 1952619 1971111 1986128 2006664 2031143 2059620 2087226 2113414 2131970 2146181 2166330 2190775 2216697 2241937 2266697 2282390 2294402 2311916 2331795 2353605 2374876 2394350 2406206
"186" "United Arab Emirates" 1856 3819 5409 6910 8877 10944 13932 16882 19880 22756 25160 28403 31765 35147 38554 41986 45439 48910 52401 55907 59436 62988 66554 70133 73724 77325 81264 85230 89192 92839 95787 98517 101827 105804 109053 112304 115580 118673 121471 124781 128320 131845 135152 137783 140950 144073 147309 150761 154055 157195 160353 162603 164708 167713 170815 173840 177338 180772 183702 186228 188949 191641 194383 197455 200414 203027 205510 207883 210087 212174 214424 216583 218575 220473 222491 224542 226643 228803 230816 232533 234404 236576 238772 240815 242943 245247 247375 249249 251538 253622 255937 258117 260201 262314 264326 266314 268197 270309 272184 274115 275925 277853 279875 281673 283601 285444 287402 289332 291135 293038 294969 297050 299023 301103 302916 304675 306769 308479 310440 312414 314126 315973 317745 319444 321398 323122 324888 326623 328195 329702 331316 332824 334336 335788 337109 338360 339589 340859 342207 343608 345098 346694 348285 349797 351469 353226 355393 357629 359441 361251 363014 364982 367136 369125 371187 373375 375249 377217 379422 381601 381601 386072 388195 390164 392001 394128 396139 398306 400248 402357 404207 406171 408338 410326 412487 414710 416992 419114 421154 423338 425085 426760 428423 430055 431654 433227 434779 436292 437831 439360 440880 442398 443940 445462 446991 448532 450062 451627 453156 454664 456205 457711 459258 460779 462286 463814 465363 466902 468429 469979 471499 473036 474555 476092 477640 479159 480667 482187 483732 485142 486463 487797 489084 490344 491559 492765 493954 495063 496178 497267 498344 499414 500480 501556 502616 503606 504589 505580 506574 507572 508559 509552 510548 511533 512508 513486 514470 515441 516418 517370 518203 518975 519719 520444 521064 521696 522313 522921 523485 524006 524477 524868 525181 525503 525821 526150 526453 526774 527072 527358 527635 527905 528170 528446 528702 528886 529075 529251 529407 529551 529687 529833 529944 530068 530204 530330 530446 530550 530665 530764 530868 530990 531102 531196 531284 531368 531462 531559 531649 531744 531832 531914 532002 532083 532161 532235 532314 532387 532467 532540 532610 532678 532750 532825 532907 532979 533057 533123 533184 533252 533326 533392 533469 533548 533611
"187" "United Kingdom" 53458 111311 166468 225391 286478 349034 401821 470013 530111 585137 631412 677060 724722 773526 829411 870839 909509 947119 980573 1019565 1057542 1097863 1131515 1161626 1183870 1204037 1229406 1258217 1287362 1310762 1331952 1350620 1367526 1386741 1407475 1426679 1445042 1460946 1475084 1487525 1500602 1514145 1529343 1542698 1553689 1563465 1574101 1586861 1598956 1611055 1621508 1631343 1642002 1650525 1660472 1670492 1679080 1686537 1692592 1698054 1704465 1710885 1717529 1723553 1729671 1734931 1739754 1745623 1751644 1758479 1765163 1770780 1775475 1780605 1785968 1791761 1798093 1802965 1808604 1813960 1819367 1824784 1830410 1836687 1842922 1846831 1850778 1855561 1859632 1863747 1868312 1871734 1875158 1877563 1880394 1882798 1885595 1888719 1883932 1886645 1888375 1892061 1894566 1897095 1899861 1902668 1904941 1906825 1909879 1912409 1914833 1917599 1920353 1922475 1924208 1926327 1929024 1931155 1933614 1936011 1937922 1939596 1941270 1943254 1945409 1948027 1950517 1952573 1954343 1956721 1959211 1961507 1964170 1966368 1968428 1970354 1972347 1969985 1972131 1974830 1977538 1980062 1982155 1984525 1986942 1989933 1993317 1997347 2000588 2003702 2006996 2010098 2014362 2019543 2025687 2031342 2036567 2042164 2048137 2055459 2062698 2070658 2078210 2085544 2093165 2100759 2109570 2120393 2130680 2140756 2149833 2160301 2171808 2187751 2204456 2219830 2237776 2252409 2275132 2295393 2321063 2348709 2375572 2400037 2423933 2451039 2479668 2511729 2543825 2579710 2611545 2642927 2677737 2714237 2756420 2805061 2857010 2911193 2959041 2999712 3046400 3090481 3130510 3166603 3198227 3227164 3252096 3275497 3301210 3332081 3361404 3387186 3411359 3433646 3455501 3484652 3514661 3546294 3574638 3601882 3626938 3650407 3679788 3712673 3745212 3774438 3800922 3829280 3855989 3889747 3926280 3963408 3995294 4027328 4059184 4089946 4125564 4163681 4201535 4233677 4266669 4292954 4325121 4360698 4398680 4441035 4477760 4514305 4555281 4592816 4631395 4668965 4705977 4734876 4763517 4793933 4820696 4850597 4877216 4909782 4939258 4968556 5004499 5035687 5069516 5105363 5141079 5171055 5204123 5241706 5276553 5311819 5347652 5382336 5411856 5441575 5476077 5509267 5548189 5588087 5623207 5662700 5696354 5736092 5773947 5815616 5860361 5904748 5947647 5992450 6041415 6085043 6133841 6185560 6234552 6279654 6318500 6354869 6398608 6442730 6482208 6525466 6566475 6604207 6644206 6677918 6719448 6756411 6790383 6820837 6850726 6883051 6915950 6955649 6999160 7038309 7076116 7112333 7152998 7190128 7228382 7276435 7321270 7361423 7400971
"188" "Uruguay" 634 1156 1704 2307 2985 3929 4688 5220 5855 7067 7782 8727 9356 10870 11827 12550 13259 13744 14327 15175 15873 17051 17848 18514 18922 19561 20209 20768 21410 22062 22619 23009 23548 24096 24685 25184 25693 26192 26531 27034 27659 28135 28709 29340 29790 30241 30606 31089 31633 32258 33044 33696 34191 34854 35755 36576 37423 38243 38875 39470 40052 40955 41826 42810 43891 44718 45581 46408 47365 48598 49955 51014 52572 53743 54651 56019 57697 59282 60804 62418 65111 66888 68693 70339 73224 76159 78287 80465 83342 86430 89069 92449 94785 98638 100839 103944 107868 111538 118827 122261 125523 128054 130311 132970 137380 140450 143281 145625 147914 150208 153482 156772 160418 163207 165746 168230 170977 173908 176615 179309 181789 183373 185001 187827 190748 194330 197027 199681 201564 203751 206728 208983 212782 216087 218960 221393 223787 226907 230246 234822 239421 242890 245979 248769 252740 257316 261253 263079 269053 272369 275384 278887 282405 285292 289371 293584 297416 299664 303859 307286 310908 314365 317351 319394 321699 324496 327396 329543 332259 334258 335746 337263 339342 341128 342875 344461 345740 346747 347796 349059 350231 351481 352298 353059 353590 354167 354900 355546 356179 356783 357162 357460 357757 358178 358585 358922 359361 359614 359756 359953 360257 360494 360792 361032 361192 361312 361465 361674 361857 362068 362245 362398 362450 362596 362734 362875 363036 363176 363241 363387 363488 363602 363754 363878 363982 364093 364173 364268 364386 364526 364639 364784 364907 364975 365062 365168 365273 365339 365412 365503 365573 365659 365815 365959 366145 366304 366438 366541 366661 366807 366963 367139 367291 367443 367582 367754 367909 368037 368180 368330 368436 368508 368625 368803 368949 369072 369194 369305 369383 369453 369581 369703 369809 369906 370005 370066 370141 370244 370386 370542 370698 370816 370919 370996 371115 371275 371456 371643 371796 371925 372048 372239 372403 372581 372771 372910 373029 373200 373466 373760 374020 374335 374599 374780 374934 375129 375324 375560 375795 375980 376149 376291 376491 376686 376845 377056 377283 377426 377558 377769 378024 378199 378430 378593 378722
"189" "Uzbekistan" 122 122 198 198 235 290 352 425 470 512 551 603 656 717 844 908 908 976 1031 1103 1159 1212 1257 1315 1369 1411 1450 1496 1542 1651 1651 1695 1741 1799 1856 1929 1985 2038 2102 2144 2177 2243 2280 2321 2356 2382 2401 2437 2488 2538 2572 2594 2621 2657 2689 2713 2744 2776 2866 2866 2901 2975 2975 3021 3065 3116 3159 3187 3208 3332 3332 3421 3507 3618 3683 3798 3911 4035 4279 4279 4386 4618 4618 4756 4900 5086 5280 5476 5622 5809 5990 6179 6375 6563 6742 6875 7067 7262 7469 7664 7862 8054 8231 8443 8670 8962 9278 9620 9922 10165 10491 10875 11220 11619 11967 12295 12570 12948 13346 13748 14190 14583 14946 15260 15664 16116 16537 16918 17337 17699 18012 18407 18766 19057 19308 19610 19833 20008 20220 20483 20796 21104 21391 21597 21789 22004 22284 22520 22784 23064 23275 23435 23666 23937 24138 24376 24662 24904 25103 25302 25545 25832 26146 26450 26753 27053 27403 27774 28159 28550 28965 29392 29787 30206 30648 31124 31670 32163 32632 33130 33617 34093 34588 35070 35537 36012 36508 36979 37469 37951 38418 38903 39361 39858 40349 40842 41320 41821 42328 42913 43571 44269 44988 45726 46499 47230 47935 48724 49567 50446 51343 52267 53156 54019 54918 55841 56792 57766 58678 59575 60431 61322 62225 63150 64098 65064 65981 66858 67704 68555 69399 70262 71143 71998 72816 73623 74457 75303 76144 76973 77784 78579 79334 80076 80812 81501 82149 82811 83451 84048 84708 85361 86048 86710 87304 87830 88361 88965 89584 90208 90798 91377 91878 92407 92929 93460 94020 94528 95030 95433 95839 96349 96835 97348 97819 98207 98655 98959 99417 99904 100323 100774 101199 101577 101926 102311 102651 103102 103506 103898 104252 104594 105000 105361 105759 106131 106509 106868 107173 107503 107845 108235 108587 108903 109184 109733 109733 110025 110321 110606 110864 111109 111338 111559 111832 112126 112398 112623 112855 113044 113272 113524 113790 114062 114274
"190" "Vanuatu" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
"191" "Venezuela" 326 525 672 849 1104 1350 1764 2109 2614 3052 3425 3741 4253 4857 5298 5748 6245 6886 7559 8133 8702 9237 9687 10151 10554 10967 11400 11806 12218 12765 13369 13788 14194 14757 15217 15673 16085 16558 17038 17538 17918 18270 18701 19185 19660 20019 20369 20761 21223 21556 22045 22510 22987 23428 23887 24313 24737 25181 25558 25987 26376 26825 27402 27798 28327 28780 29216 29763 29763 30719 31228 31821 31821 32930 33470 34019 34650 35587 36748 37565 38336 38950 39757 40607 41347 42105 43097 44385 45591 46939 48193 49172 50779 52565 53990 55516 56631 57815 58903 60228 61329 62254 63414 64536 65807 67051 68345 69632 71037 72178 73187 74505 75823 76965 77960 78940 80163 81401 82828 84125 85307 86509 87373 88249 89020 90499 91623 92991 94312 95604 96558 97390 98280 99440 99440 101743 102857 104045 105256 106306 107484 108494 109787 111261 112578 113849 115270 116589 117885 119242 120607 122009 123197 124455 125694 127156 128580 130063 131742 133206 134289 135262 136751 138128 139325 140558 141899 143304 144582 145855 147182 148480 149814 149814 152084 153394 154791 156077 156077 157096 159154 160466 161647 162837 164077 165107 166255 167422 168349 169382 170184 170184 172352 173432 174541 175804 176966 178158 179221 180308 180308 182188 183305 183305 185246 186264 187361 188421 189430 190239 191168 192208 193115 194012 194894 195660 196423 197402 198557 198557 199373 200922 200922 202891 203776 204627 205536 206397 206397 207364 209199 209199 211084 211084 212964 213892 214992 216178 216178 218614 219567 220785 220785 221675 223801 223801 224742 225697 226629 228590 228590 230739 232002 233197 233197 234089 235315 236173 237237 239843 239843 240681 242704 242704 244904 244904 246075 248482 248482 249742 252592 254114 255410 255410 256810 259774 259774 262753 264275 265794 267298 268708 269818 271110 271110 272394 275185 276487 276487 279204 280503 281665 282919 282919 283812 286109 286953 287701 287701 288849 289760 290829 292681 293593 294308 295169 296137 297090 298016 298914 299577 300662 300662 302632 302632 304440 305342 306187 306942 306942 308671 308671 310075 310883 311655
